2040, 6561, 3049, 410, 307, 62, 12429, 540, 5102, 2597, 425, 1694, 110, 10468, -930, -82, -2607, 19278
8344, 18513, 6712, 708, 951, 184, 35413, 1344, 14787, 8617, 1140, 4602, 307, 30798, -2278, -296, -4452, 59184
