717, 5015, 1955, 166, 366, 60, 8280, 386, 4021, 6464, 382, 1100, 143, 12496, -561, -61, -2065, 18089
13800, 47672, 24676, 3959, 3963, 619, 94690, 2928, 46590, 52664, 6671, 15188, 1519, 125561, -4670, -467, -17051, 198064
