1309, 6568, 1491, 105, 364, 57, 9894, 362, 4232, 4128, 322, 1451, 117, 10611, -587, -56, -1634, 18228
15119, 54262, 26185, 4064, 4326, 676, 104633, 3290, 50822, 56792, 6993, 16641, 1637, 136176, -5257, -523, -18684, 216345
