1779, 5535, 2524, 413, 430, 65, 10745, 337, 4414, 2574, 692, 1707, 164, 9887, -597, -34, -1587, 18415
6756, 21920, 7102, 913, 1655, 273, 38618, 1117, 19000, 15111, 2678, 8150, 636, 46692, -1889, -123, -4115, 79183
