1756, 6415, 1399, 121, 423, 72, 10185, 280, 4767, 3252, 706, 2200, 174, 11380, -421, -31, -880, 20234
4994, 16385, 4559, 500, 1225, 208, 27871, 781, 14586, 12538, 1986, 6472, 472, 36834, -1297, -89, -2522, 60797
