1836, 4098, 1854, 796, 348, 32, 8965, 167, 5159, 5830, 303, 2295, 130, 13885, -350, -168, -451, 21880
19491, 29102, 8885, 2817, 2472, 282, 63050, 1645, 31295, 20176, 3386, 15374, 1025, 72901, -3109, -787, 3746, 135800
