1890, 5669, 1274, 340, 414, 65, 9652, 230, 4528, 2791, 235, 2352, 157, 10293, -360, -106, 108, 19586
24941, 42158, 13372, 4354, 3649, 472, 88946, 2221, 45846, 32572, 4242, 22333, 1535, 108749, -3848, -1192, 2989, 195644
