1880, 3508, 1769, 745, 367, 66, 8335, 159, 5152, 5051, 338, 2189, 179, 13068, -311, -183, -240, 20670
21375, 32617, 10660, 3562, 2839, 348, 71401, 1804, 36447, 25227, 3724, 17568, 1204, 85974, -3372, -970, 3506, 156539
