1675, 3862, 1421, 452, 395, 59, 7863, 188, 4871, 4546, 283, 2399, 174, 12461, -222, -116, -626, 19360
23051, 36481, 12090, 4014, 3234, 407, 79277, 1991, 41318, 29781, 4007, 19977, 1378, 98452, -3535, -1086, 2882, 175989
