2861, 3636, 1110, 207, 329, 30, 8172, 314, 4086, 1731, 307, 1907, 134, 8478, -700, -81, 232, 16103
12531, 17869, 3669, 756, 1352, 192, 36370, 1081, 19435, 8778, 2475, 8800, 621, 41192, -2123, -445, 3244, 78237
