3181, 7363, 713, 76, 422, 66, 11821, 319, 5271, 2565, 222, 2288, 180, 10845, -527, -138, -800, 21200
30545, 53775, 14885, 4538, 4468, 606, 108818, 2746, 55757, 38357, 4800, 26919, 1895, 130474, -4620, -1427, 3280, 236525
