2261, 3237, 1749, 712, 379, 27, 8365, 152, 3621, 3549, 363, 2176, 134, 9996, -273, -93, 269, 18263
17655, 25000, 7026, 2021, 2117, 251, 54069, 1478, 26136, 14346, 3083, 13061, 895, 58997, -2780, -619, 4197, 113865
