3724, 4563, 596, 86, 334, 55, 9358, 234, 5289, 3272, 869, 2435, 157, 12257, -399, -136, 1482, 22562
3724, 4563, 596, 86, 334, 55, 9358, 234, 5289, 3272, 869, 2435, 157, 12257, -399, -136, 1482, 22562
