1158, 6332, 1310, 192, 444, 66, 9503, 192, 3580, 5777, 579, 2182, 171, 12483, -270, -28, -1324, 20364
27021, 52376, 19450, 4621, 4284, 678, 108431, 2368, 50135, 33161, 4223, 23869, 1941, 115698, -3844, -858, 2183, 221609
