4512, 6235, 936, 138, 363, 58, 12241, 401, 4359, 1087, 177, 1833, 160, 8017, -790, -113, -163, 19192
8565, 13229, 1746, 241, 752, 110, 24643, 722, 9558, 3275, 736, 4229, 335, 18855, -1401, -252, 52, 41898
