1880, 3597, 2330, 661, 410, 68, 8946, 159, 5150, 3325, 320, 2098, 198, 11251, -217, -40, 661, 20602
23445, 38689, 14437, 3653, 3012, 495, 83731, 1826, 36916, 19282, 2638, 17368, 1420, 79449, -3124, -754, 3075, 162377
